id,review,sentiment
17871125,really great stay yagos flat terrace truly amazing rest sun light end day walked everywhere never use public transports neighbourhood full really good places eat lively evening yagos also gave us really good recommendations eating closer touristic areas perfect,positive
29385620,amazing stay fenias apartment nice clean comfortable fully self sufficient fenia super responsive flexible allowing later check last day could squeeze extra sights flight friend met us also helpful apartment walking distance main sights supermarket also quiet street highly recommend fenias apartment would sure stay thanks fenia,positive
29233985,ranias house literally tucked rock acropolis opposite ancient whitewashed chapel entrance enchanting village anafiotika road ends epicentre athens house quiet cosy patio garden lovely place sit watch people passing enchanted uniquely beautiful spot rania kind thoughtful host waited late flight arrival absolute grace charming pleasure deal every way,positive
14081186,apartment enourmous terrace perfect spending time well maintained clean close larissa metro station didnt love way area looked super convenient nely provided comprehensive guide reach apartment transportation options going options etc,positive
11100395,katia helpful supportable first trip athens im glad find place closest station good location easy access main sightseen places price apartment excellent cafes small market could buy snacks water bottles near station apartment bit confusing find dark recommend get place day time first day,positive
31733824,annas apartment wonderful lovely stay central main sites many restaurant choices near area safe solo female traveller like anna wonderful host take good care provided abundent goodies fridge basically fed entire stay mums homemade jams delicious apartment clean spacious tell anna takes wonderful care place nice creative touches throughout apartment anna always reachable make sure everything alright stay even helped spoke airport staff luggage delayed would recommend place anyone heart beat definitely stay,positive
28528647,want live heart athens near metro station nice quiet spot style stunning roof terrace definitely consider alice inns harry belafonte suite perfect place stay enjoy athens relax day full impressions hardly recommended,positive
30031589,greatly enjoyed stay spiros place petrolena apartment wonderful everything need vacation location convenient taxis major attractions costing euros min walk would highly recommend couple small family,positive
20288510,gorgeous view terrace apartment newly renovated absolutely stunning stayed people space perfect coming back beautiful home made athens trip even better,positive
6281763,chose alexandros place near old olympic stadium could go jogging every day theres great track around outside also close attractions like acropolis lots cafes grocery markets restaurants nearby neighborhood seemed safe alex mother helpful stay alex quick respond messages checking quick easy apartment large clean wifi worked perfectly would preferred standup shower got used bath tub setup problem others mentioned issue traffic noise something doesnt bother others may different overall stay perfect looking,positive
26985700,wonderful time im greece foris informative apartment exactly needed thank,positive
6765137,everything perfect apart one little thing loved location flat within walking distance handy stay days family loved recommend,positive
22315578,overall great cost effective place location great helped make trip greece great location truly jewel near allows access areas city addition host responsive,positive
31431612,listing comfortable clean great place familygroup holiday us apartment provided room us adequate privacy two balcony spaces adequate elevator little small could take time usually shuttle take stairs floors traffic could bit noisy town apartment real problems great place stay lots shops coffee bars nearby,positive
19832638,great stay right heart athens great food drinks nearby far gazi ioannis super accommodating responded quickly needed arranged someone meet us arrival found place super easy trendy house loved well sure use base visiting athens next time,positive
13169260,eleni exceptionally sweet friendly hospitable gave great advice filled kitchen food us id recommend anyone,positive
18143138,nikos perfect host gave us directions apartment airport easy via metro met us kind apartment looks exactly listing great location tourism stuff everything great would definitely stay go back,positive
25136434,cosy apartment nice authentic athenian neighbourhood time right spot nice walk around acropolis enjoying delicious meal surrounding restaurants cafes thank recommendations good communication anytime needed definitely come back,positive
17244577,trip athens greatemmanouil helpful really hospitalable personhe said us interesting visit athensim really recoomended,positive
22992486,still sure best part stayancinet athens cozy apartment lovely hosts even holiday still big smile face recommend tatianas place everything need close centre good neigbourhood great us best place stay,positive
144482,emmanouil accommodating making sure place put bags arrived early apartment wasnt ready explained get around city places nearby neighborhood gave us tour apartment also gave wonderful welcoming dessert mom delicious apartment clean beds little firm perfect place come back end day even though water heat shower wasnt always consistent great convenient neighborhood place across street amazing chicken kabobs fresh fruit market right next door bakery corner president hotel right block perfect place pick taxi ended uber though way cheaper dont want take taxi metro far away either,positive
19397225,flat great want visit athens couple days rooms large location perfect plenty restaurants around communication efficient host negative side common areas house bit limited especially comfortable considering us ideal cooking either overall good stay would recommend,positive
22370617,great safe apartment magnificent view close everything dont need car staying modern well equipped everything make feel home even water pressure shower perfect aris great host super friendly always available would definitely recommend aris apartment athentrip,positive
28805678,hi rania many thanks hosting us sorry meet met ferry spiros taxi driver guide kind informative man must use easy entry location takes great pride introducing athens orientated us accomodation rania away accomodation clean comfortable excellent aircon hot days nights location superb within walking distance major sights apartment basics travellers may makes easy comfortable experience rate airbnb highly location quality,positive
27305004,hariklia welcoming flexible time checkin apartment feels like home individual character hariklias apartment quiet neighbourhood short walk two metro stations airport line close good restaurants bars view apartments terrace acropolis across athens spectacular day night highly recommend harikila host apartment comfortable place stay,positive
32814756,stylish place center clean comfortable many food options area many sights walk able reach efi great host wellshe responsive need anything,positive
23689936,apartment fine located really perfect neighborhood bit center full charming cafes restorants never met christina anybody could show us around met cleaning lady asked wait former guests get keys welcoming,positive
3713452,good place,positive
16418141,already months book one extra month apartment lucia hosts cousin host give warm feeling fast respond kind location place easy go anywhere next metro bus tram stop acropolis min foot like walk apartment acropolis night take minutes get room everything need inside let come bag ,neutral
19990607,good location clean cosy room cool kitchen amenities breakfast sweet,positive
15945915,everything exactly stated superb host recommended,positive
12304265,excellent apartment spacious right centre next everything ruins shopping cafes bars hosts great friendly check great recommendations good communication start,positive
12321423,       wifi   wifi       safefirst day hot water wifithe second day hot water ok wifi still doesnt workand cant contact hostess timeand write check time cleaning lady come dont knowso forced go house hurryand information door said help us find place put luggage tell hershe said dont put luggage city centre good experience airbnb,negative
1845240,fantastic location couldnt better situated enjoy athens offer sightseeing nightlife shopping loft apartment modern specious really enjoyed stay thank fortis team memorable time athens,positive
28553327,great location lovely staff,positive
27391171,apartment central location walk everything team live athens really helpful gave top tips areas explore eat etc apartment clean modern large balcony space impressive view acropolis balcony makes fantastic choice stay,positive
16625270,urgent find place stay athens alexander cousin loukia kind made feel truly welcome whenever question direct response mention apartment perfectly located sigroufix metro great supermarket nearby stayed alexanders place whole month grew quite accustomed definitely something special place,positive
25768811,amazing flat perfect location couldnt central loved private little garden great spot breakfast sunshine,positive
27624554,whole experience great staff welcoming really helpful pinelopi walked us accommodation provided us map local recommendations accommodation lovely view amazing place within easy walking distance main sites lots restaurants shops close,positive
20831380,apartment amazing located heart athens well connected perfect want good location good atmosphere also night ionnnis great host allowed us leave bags early morning let us go last day late kind friendly perfect choice spend days athens,positive
27950827,cant say enough apartment hosts rania spiros want get taste local life historic neighborhood anafiotika nestled northern slope acropolis view across athens mt lycabettus place apartment ranias mothers home rania spiros close friend grew listen stories used climb rocks play caves north slope acropolis fences installed think amazing childhood experienced rania also talented photographer likely pose photos place personal scrapbook bedrooms complete kitchen eat every night anyway nice cozy living room side balcony course incomparable rooftop terrace literally stones throw away north slope acropolis spiros pick airport immediately give impromptu tour athens environs want strongly recommend spiros available drive outskirts town day tour local attractions chose delphi spiros extended tour visits several special places way would occurred us visit time allocate day would really like get taste greece would say put trust spiros choose itinerary take choice sites visit regret,positive
27886576,wonderful clean place delightful helpful contact fantastic recommendations food,positive
24150080,wonderful location great flat would definitely stay hustle bustle central athens easily within walking distance past olympic stadium national gardens day lively neighborhood farmers markets great local restaurants quirky night life,positive
22842909,great stay athens apartment nice really perfect balcony got thorough introduction apartment neighborhood great would stay,positive
11816352,perfect location nice apartment great host,positive
27282238,perfect place stay trip athens apartment spacious clean amazing view athens relaxing balcony terrace ten minutes centre taxi nikos brilliant host seriously good restaurant recommendations,positive
28449078,wonderful time beautiful apartment set directly acropolis village anafiotica lovely place relax spend time easily walkable sites historic centre intended take trips delphi mycenae last year loved much never made apartment balcony lovely rooftop terrace stunning view acropolis one direction lycabettus hill beyond every room well furnished practical spotlessly clean fresh iron ironing board hairdryer coffee maker etc tenants needs catered including basics fridge occasional treats brought round ranias mother popi lives apartment ground floor spiros popis neighbour met us airport drove us back wonderful days hes absolutely punctual mine information rania popi friendly thoughtful generous yet discreet people ever rented hope whenever stay athens thank much elaine john,positive
16224901,great central place stay loved three days every thing described thanks tessa steve,positive
24192572,ideally located discovering athens mns walking main place seeto area peaceful nearby charmant place typical coffee shops restaurants apartment everything described perfect comfortable efficient spot base camp,positive
31636245,excellent experience would describe stay athens efis apartment apartment modern well designed maintained every minor detailed taken care choice linen pots pans absolutely best efi wonderful host gave us nice orientation arrival including places see restaurants try etc would recommend place highly anyone wishing visit athens work pleasure,positive
18325798,lovely apartment short walk sites public transport area lots little bars tavernas roof terrace amazing space perfect summer months yagos good host supplying lots information travel quick keeping touch would recommend apartment anyone visiting historical city,positive
1575982,quick stay fotis apartment great location reasonable price satisfied everything visit soon,positive
22872116,apartment great location highly recommend apartment anyone staying athens,positive
